collector,start,end,alpha,bravo,charlie
Google Play Random,08/05/2020 02:21:41 PM,08/05/2020 02:23:26 PM,3,2,4
Google Play Random,08/05/2020 02:07:10 PM,08/05/2020 02:08:03 PM,1,4,4
Google Play Random,08/05/2020 01:17:12 PM,08/05/2020 01:18:23 PM,2,4,3
Google Play Beta,08/05/2020 12:47:33 PM,08/05/2020 12:49:20 PM,5,4,2
Google Play Random,08/05/2020 12:44:14 PM,08/05/2020 12:55:28 PM,5,3,3
Google Play Beta,08/05/2020 12:32:45 PM,08/05/2020 12:33:30 PM,3,4,5
Google Play Random,08/05/2020 12:08:59 PM,08/05/2020 12:11:27 PM,2,3,4
Google Play Random,08/05/2020 10:00:37 AM,08/05/2020 10:02:49 AM,1,1,4
Google Play Random,08/05/2020 08:20:58 AM,08/05/2020 08:21:16 AM,3,5,3
Google Play Random,08/05/2020 07:39:54 AM,08/05/2020 08:16:58 AM,3,2,5
Google Play Random,08/05/2020 07:58:13 AM,08/05/2020 08:01:07 AM,5,3,1
Google Play Random,08/05/2020 07:57:53 AM,08/05/2020 07:58:45 AM,3,3,4
Google Play Random,08/05/2020 07:20:53 AM,08/05/2020 07:21:52 AM,5,3,4
Google Play Beta,08/05/2020 07:17:48 AM,08/05/2020 07:18:33 AM,1,4,1
Google Play Beta,08/05/2020 07:16:27 AM,08/05/2020 07:17:26 AM,1,2,1
Google Play Random,08/05/2020 06:14:37 AM,08/05/2020 06:16:26 AM,2,4,4
Google Play Random,08/05/2020 05:42:36 AM,08/05/2020 05:43:33 AM,2,3,5
Google Play Random,08/05/2020 05:40:04 AM,08/05/2020 05:40:38 AM,3,4,4
Google Play Random,08/05/2020 05:09:58 AM,08/05/2020 05:15:18 AM,5,3,3
Google Play Random,08/05/2020 04:30:39 AM,08/05/2020 04:32:10 AM,2,3,4
Google Play Random,08/05/2020 04:11:20 AM,08/05/2020 04:12:18 AM,2,4,5
Google Play Random,08/05/2020 04:03:02 AM,08/05/2020 04:03:54 AM,5,4,3
Google Play Random,08/05/2020 03:50:03 AM,08/05/2020 03:53:07 AM,3,3,4
Google Play Beta,08/05/2020 03:29:02 AM,08/05/2020 01:54:06 PM,3,3,4
Google Play Random,08/05/2020 03:28:11 AM,08/05/2020 03:29:44 AM,1,5,5
Google Play Random,08/05/2020 02:51:50 AM,08/05/2020 02:54:28 AM,5,4,3
Google Play Random,08/05/2020 02:49:30 AM,08/05/2020 02:52:34 AM,1,5,4
Google Play Random,08/05/2020 01:13:31 AM,08/05/2020 01:14:45 AM,4,4,2
Google Play Random,08/05/2020 01:12:21 AM,08/05/2020 01:13:20 AM,5,3,2
Google Play Random,08/05/2020 12:57:28 AM,08/05/2020 12:57:58 AM,3,5,3
Google Play Random,08/05/2020 12:53:04 AM,08/05/2020 12:53:49 AM,5,4,3
Google Play Random,08/05/2020 12:51:27 AM,08/05/2020 12:52:13 AM,1,5,3
Google Play Random,08/05/2020 12:41:06 AM,08/05/2020 12:42:33 AM,1,4,5
Google Play Random,08/05/2020 12:24:38 AM,08/05/2020 12:25:23 AM,4,5,2
Google Play Random,08/04/2020 11:54:59 PM,08/04/2020 11:57:07 PM,2,4,5
Google Play Random,08/04/2020 11:23:47 PM,08/04/2020 11:25:38 PM,4,2,2
Google Play Random,08/04/2020 11:15:34 PM,08/04/2020 11:16:44 PM,3,4,3
Google Play Beta,08/04/2020 10:48:53 PM,08/04/2020 10:49:44 PM,4,5,3
Google Play Random,08/04/2020 10:44:34 PM,08/04/2020 10:45:15 PM,3,5,2
Google Play Random,08/04/2020 09:58:39 PM,08/04/2020 10:02:31 PM,4,5,5
Google Play Random,08/04/2020 09:56:56 PM,08/04/2020 09:59:02 PM,1,3,4
Google Play Random,08/04/2020 09:43:23 PM,08/04/2020 09:44:54 PM,4,3,5
Google Play Random,08/04/2020 08:58:43 PM,08/04/2020 09:00:13 PM,2,4,3
Google Play Beta,08/04/2020 08:58:40 PM,08/04/2020 08:59:16 PM,5,4,1
Google Play Random,08/04/2020 08:04:17 PM,08/04/2020 08:05:09 PM,4,3,5
Google Play Random,08/04/2020 07:35:28 PM,08/04/2020 07:39:34 PM,2,5,4
Google Play Random,08/04/2020 07:30:27 PM,08/04/2020 07:32:30 PM,1,5,3
Google Play Random,08/04/2020 07:20:40 PM,08/04/2020 07:21:57 PM,3,2,4
Google Play Random,08/04/2020 07:16:00 PM,08/04/2020 07:17:06 PM,3,4,5
Google Play Random,08/04/2020 07:12:17 PM,08/04/2020 07:12:48 PM,4,5,1
Google Play Beta,08/04/2020 06:53:43 PM,08/04/2020 06:54:36 PM,5,2,3
Google Play Random,08/04/2020 06:50:51 PM,08/04/2020 06:51:08 PM,4,4,4
Google Play Random,08/04/2020 06:26:49 PM,08/04/2020 06:28:02 PM,5,5,2
Google Play Random,08/04/2020 05:31:25 PM,08/04/2020 05:32:29 PM,4,1,5
Google Play Beta,08/04/2020 05:01:39 PM,08/04/2020 05:02:38 PM,2,3,1
Google Play Random,08/04/2020 04:49:02 PM,08/04/2020 04:50:47 PM,2,3,5
Google Play Beta,08/04/2020 04:41:43 PM,08/04/2020 04:42:10 PM,5,3,2
Google Play Random,08/04/2020 04:12:08 PM,08/04/2020 04:12:34 PM,1,1,5
Google Play Random,08/04/2020 03:55:55 PM,08/04/2020 03:56:40 PM,4,4,3
Google Play Beta,08/04/2020 03:50:33 PM,08/04/2020 03:54:52 PM,2,4,3
Google Play Random,08/04/2020 03:43:12 PM,08/04/2020 03:43:54 PM,5,2,3
Google Play Random,08/04/2020 03:20:52 PM,08/04/2020 03:21:10 PM,3,3,3
Google Play Random,08/04/2020 03:12:57 PM,08/04/2020 03:13:59 PM,4,2,4
Google Play Random,08/04/2020 02:23:02 PM,08/04/2020 02:24:12 PM,4,5,3
Google Play Beta,08/04/2020 02:17:11 PM,08/04/2020 02:18:05 PM,3,4,3
Google Play Random,08/04/2020 02:02:45 PM,08/04/2020 02:03:24 PM,3,3,3
Google Play Random,08/04/2020 01:57:02 PM,08/04/2020 01:59:25 PM,5,2,5
Google Play Random,08/04/2020 01:52:21 PM,08/04/2020 01:53:02 PM,4,4,4
Google Play Random,08/04/2020 01:13:07 PM,08/04/2020 01:15:07 PM,3,4,3
Google Play Random,08/04/2020 12:39:31 PM,08/04/2020 12:40:05 PM,3,5,4
Google Play Beta,08/04/2020 12:37:11 PM,08/04/2020 12:38:37 PM,5,4,3
Google Play Random,08/04/2020 12:24:45 PM,08/04/2020 12:25:36 PM,3,5,4
Google Play Random,08/04/2020 12:24:41 PM,08/04/2020 12:25:32 PM,4,1,5
Google Play Random,08/04/2020 12:20:11 PM,08/04/2020 12:22:46 PM,1,3,5
Google Play Random,08/04/2020 12:18:12 PM,08/04/2020 12:18:37 PM,4,1,2
Google Play Random,08/04/2020 12:06:13 PM,08/04/2020 12:10:51 PM,3,1,4
Google Play Random,08/04/2020 12:04:31 PM,08/04/2020 12:05:39 PM,4,4,2
Google Play Random,08/04/2020 12:03:20 PM,08/04/2020 12:03:59 PM,4,5,3
Google Play Random,08/04/2020 11:46:55 AM,08/04/2020 11:47:41 AM,2,3,4
Google Play Random,08/04/2020 11:36:15 AM,08/04/2020 11:38:20 AM,2,2,5
Google Play Random,08/04/2020 11:21:29 AM,08/04/2020 11:21:40 AM,4,5,3
Google Play Random,08/04/2020 11:19:37 AM,08/04/2020 11:20:23 AM,1,3,5
Google Play Random,08/04/2020 11:05:10 AM,08/04/2020 11:06:03 AM,5,5,5
Google Play Random,08/04/2020 10:22:14 AM,08/04/2020 10:22:38 AM,2,4,3
Google Play Random,08/04/2020 10:17:39 AM,08/04/2020 10:18:34 AM,1,1,5
Google Play Random,08/04/2020 10:15:15 AM,08/04/2020 10:16:24 AM,5,4,2
Google Play Random,08/04/2020 09:54:19 AM,08/04/2020 09:55:07 AM,5,3,2
Google Play Random,08/04/2020 09:33:28 AM,08/04/2020 09:35:36 AM,5,4,3
Google Play Random,08/04/2020 09:14:00 AM,08/04/2020 09:15:10 AM,4,3,5
Google Play Random,08/04/2020 08:43:40 AM,08/04/2020 08:44:18 AM,4,5,4
Google Play Random,08/04/2020 08:40:16 AM,08/04/2020 08:40:44 AM,4,4,2
Google Play Random,08/04/2020 08:37:11 AM,08/04/2020 08:38:50 AM,4,5,5
Google Play Random,08/04/2020 08:36:33 AM,08/04/2020 08:37:30 AM,5,2,4
Google Play Random,08/04/2020 08:17:55 AM,08/04/2020 08:19:54 AM,3,4,1
Google Play Random,08/04/2020 07:20:56 AM,08/04/2020 07:22:22 AM,4,1,3
Google Play Random,08/04/2020 07:16:52 AM,08/04/2020 07:19:48 AM,1,2,3
Google Play Random,08/04/2020 07:09:18 AM,08/04/2020 07:10:56 AM,2,1,3
Google Play Random,08/04/2020 06:22:57 AM,08/04/2020 06:24:50 AM,3,3,4
Google Play Random,08/04/2020 05:19:40 AM,08/04/2020 05:20:23 AM,3,4,3
Google Play Beta,08/04/2020 04:55:03 AM,08/04/2020 04:56:53 AM,4,3,3
Google Play Random,08/04/2020 04:19:04 AM,08/04/2020 04:20:18 AM,2,4,3
Google Play Random,08/04/2020 04:04:46 AM,08/04/2020 04:05:14 AM,3,5,4
Google Play Random,08/04/2020 03:56:35 AM,08/04/2020 03:58:24 AM,4,5,4
Google Play Beta,08/04/2020 03:45:08 AM,08/04/2020 03:46:03 AM,4,3,2
Google Play Random,08/04/2020 02:28:46 AM,08/04/2020 02:29:16 AM,3,5,2
Google Play Random,08/04/2020 02:14:39 AM,08/04/2020 02:16:03 AM,4,3,1
Google Play Random,08/04/2020 02:11:44 AM,08/04/2020 02:12:52 AM,2,3,5
Google Play Random,08/04/2020 01:57:02 AM,08/04/2020 01:58:00 AM,5,4,3
Google Play Random,08/04/2020 01:43:55 AM,08/04/2020 01:45:14 AM,4,2,3
Google Play Random,08/04/2020 01:41:02 AM,08/04/2020 01:41:52 AM,5,4,4
Google Play Random,08/04/2020 01:17:19 AM,08/04/2020 01:17:56 AM,2,3,4
Google Play Random,08/04/2020 01:02:19 AM,08/04/2020 01:05:13 AM,1,1,5
Google Play Random,08/04/2020 12:09:50 AM,08/04/2020 12:10:53 AM,1,5,3
Google Play Beta,08/04/2020 12:08:13 AM,08/04/2020 12:09:56 AM,3,5,4
Google Play Random,08/04/2020 12:06:01 AM,08/04/2020 12:08:07 AM,3,5,4
Google Play Random,08/03/2020 11:58:50 PM,08/04/2020 12:00:11 AM,5,3,1
Google Play Random,08/03/2020 11:45:06 PM,08/04/2020 12:50:43 AM,5,5,3
Google Play Random,08/03/2020 11:12:27 PM,08/03/2020 11:13:31 PM,5,3,2
Google Play Random,08/03/2020 11:09:34 PM,08/03/2020 11:09:50 PM,2,5,3
Google Play Random,08/03/2020 11:06:10 PM,08/03/2020 11:11:32 PM,2,5,3
Google Play Random,08/03/2020 11:02:27 PM,08/03/2020 11:03:31 PM,2,5,3
Google Play Random,08/03/2020 10:57:08 PM,08/03/2020 10:58:15 PM,3,4,2
Google Play Random,08/03/2020 10:53:13 PM,08/03/2020 10:55:34 PM,3,4,4
Google Play Random,08/03/2020 10:43:11 PM,08/03/2020 10:44:09 PM,4,1,5
Google Play Random,08/03/2020 10:31:37 PM,08/03/2020 10:33:17 PM,1,5,3
Google Play Random,08/03/2020 10:25:13 PM,08/03/2020 10:25:52 PM,4,2,3
Google Play Random,08/03/2020 10:24:52 PM,08/03/2020 10:29:15 PM,4,3,1
Google Play Random,08/03/2020 10:10:36 PM,08/03/2020 10:11:35 PM,2,3,4
Google Play Random,08/03/2020 10:09:16 PM,08/03/2020 10:11:20 PM,4,3,3
Google Play Random,08/03/2020 09:43:16 PM,08/03/2020 09:44:33 PM,3,5,3
Google Play Beta,08/03/2020 09:37:31 PM,08/03/2020 09:38:53 PM,3,2,4
Google Play Random,08/03/2020 09:35:44 PM,08/03/2020 09:43:24 PM,1,1,5
Google Play Beta,08/03/2020 09:26:43 PM,08/03/2020 09:27:04 PM,3,5,4
Google Play Random,08/03/2020 09:23:45 PM,08/03/2020 09:26:55 PM,3,4,2
Google Play Random,08/03/2020 08:42:44 PM,08/03/2020 08:46:08 PM,5,4,2
Google Play Beta,08/03/2020 08:31:21 PM,08/03/2020 08:32:55 PM,4,3,5
Google Play Random,08/03/2020 07:56:06 PM,08/03/2020 07:56:32 PM,3,4,1
Google Play Random,08/03/2020 07:33:01 PM,08/03/2020 07:33:59 PM,4,2,3
Google Play Beta,08/03/2020 07:10:41 PM,08/03/2020 08:10:41 PM,4,4,3
Google Play Random,08/03/2020 06:59:00 PM,08/03/2020 07:02:33 PM,5,4,3
Google Play Beta,08/03/2020 06:54:18 PM,08/03/2020 06:55:00 PM,5,3,4
Google Play Beta,08/03/2020 06:35:26 PM,08/03/2020 06:36:19 PM,3,5,3
Google Play Beta,08/03/2020 06:31:41 PM,08/03/2020 06:32:27 PM,4,5,2
Google Play Beta,08/03/2020 06:06:47 PM,08/03/2020 06:07:33 PM,4,5,5
Google Play Beta,08/03/2020 06:04:09 PM,08/03/2020 06:04:34 PM,4,2,4
Google Play Random,08/03/2020 05:53:36 PM,08/03/2020 05:55:04 PM,3,4,5
Google Play Random,08/03/2020 05:28:01 PM,08/03/2020 05:29:01 PM,1,1,5
Google Play Beta,08/03/2020 05:28:08 PM,08/03/2020 05:30:44 PM,5,4,3
Google Play Random,08/03/2020 05:20:35 PM,08/03/2020 05:20:52 PM,5,4,2
Google Play Random,08/03/2020 05:13:43 PM,08/03/2020 05:15:09 PM,4,5,1
Google Play Random,08/03/2020 04:59:55 PM,08/03/2020 05:00:50 PM,2,4,5
Google Play Random,08/03/2020 04:33:30 PM,08/03/2020 04:34:58 PM,4,3,5
Google Play Random,08/03/2020 04:17:13 PM,08/03/2020 04:17:53 PM,4,5,4
Google Play Random,08/03/2020 03:48:07 PM,08/03/2020 03:48:45 PM,5,5,3
Google Play Random,08/03/2020 03:41:38 PM,08/03/2020 03:42:45 PM,1,1,5
Google Play Random,08/03/2020 03:25:23 PM,08/03/2020 03:27:10 PM,4,3,4
Google Play Random,08/03/2020 03:21:30 PM,08/03/2020 03:22:15 PM,2,2,4
Google Play Random,08/03/2020 03:19:57 PM,08/03/2020 03:21:20 PM,4,1,5
Google Play Random,08/03/2020 03:18:18 PM,08/03/2020 03:19:29 PM,4,1,5
Google Play Random,08/03/2020 03:09:41 PM,08/03/2020 03:12:31 PM,3,1,5
Google Play Random,08/03/2020 03:06:35 PM,08/03/2020 03:08:14 PM,5,4,5
Google Play Random,08/03/2020 02:55:45 PM,08/03/2020 02:56:55 PM,1,4,4
Google Play Random,08/03/2020 02:51:25 PM,08/03/2020 02:52:05 PM,4,3,5
Google Play Random,08/03/2020 02:48:54 PM,08/03/2020 02:49:49 PM,4,4,3
Google Play Beta,08/03/2020 02:30:05 PM,08/03/2020 02:31:06 PM,3,5,3
Google Play Random,08/03/2020 02:20:16 PM,08/03/2020 02:20:59 PM,4,5,3
Google Play Random,08/03/2020 02:19:44 PM,08/03/2020 02:20:53 PM,1,3,5
Google Play Beta,08/03/2020 02:07:24 PM,08/03/2020 02:08:38 PM,3,4,2
Google Play Random,08/03/2020 01:50:11 PM,08/03/2020 01:51:28 PM,2,4,5
Google Play Random,08/03/2020 01:34:13 PM,08/03/2020 01:35:35 PM,3,4,4
Google Play Beta,08/03/2020 01:31:49 PM,08/03/2020 01:36:36 PM,4,4,3
Google Play Random,08/03/2020 01:29:44 PM,08/03/2020 01:30:30 PM,3,4,3
Google Play Random,08/03/2020 01:21:32 PM,08/03/2020 01:23:51 PM,4,5,3
Google Play Random,08/03/2020 01:19:23 PM,08/03/2020 01:20:37 PM,4,5,2
Google Play Random,08/03/2020 01:03:18 PM,08/03/2020 01:04:19 PM,4,5,3
Google Play Random,08/03/2020 12:40:50 PM,08/03/2020 12:42:03 PM,2,1,5
Google Play Random,08/03/2020 12:39:28 PM,08/03/2020 12:40:09 PM,5,4,3
Google Play Random,08/03/2020 12:27:23 PM,08/03/2020 12:28:35 PM,3,4,3
Google Play Random,08/03/2020 12:25:46 PM,08/03/2020 12:27:23 PM,5,1,4
Google Play Random,08/03/2020 12:07:35 PM,08/03/2020 12:08:11 PM,2,3,2
Google Play Random,08/03/2020 12:04:50 PM,08/03/2020 12:05:38 PM,5,3,3
Google Play Random,08/03/2020 11:51:14 AM,08/03/2020 11:53:34 AM,4,5,3
Google Play Random,08/03/2020 11:45:55 AM,08/03/2020 11:46:33 AM,3,4,5
Google Play Random,08/03/2020 11:13:28 AM,08/03/2020 11:15:16 AM,2,4,3
Google Play Random,08/03/2020 11:10:03 AM,08/03/2020 11:10:43 AM,1,4,5
Google Play Random,08/03/2020 10:56:07 AM,08/03/2020 10:59:05 AM,3,5,2
Google Play Random,08/03/2020 10:55:36 AM,08/03/2020 10:57:01 AM,5,2,3
Google Play Random,08/03/2020 10:53:58 AM,08/03/2020 10:54:58 AM,4,5,2
Google Play Random,08/03/2020 10:44:38 AM,08/03/2020 10:45:20 AM,4,3,4
Google Play Random,08/03/2020 10:34:13 AM,08/03/2020 10:35:44 AM,3,3,5
Google Play Random,08/03/2020 10:28:34 AM,08/03/2020 10:29:51 AM,5,4,2
Google Play Random,08/03/2020 10:26:59 AM,08/03/2020 10:27:35 AM,4,3,3
Google Play Random,08/03/2020 10:25:37 AM,08/03/2020 10:26:26 AM,1,2,4
Google Play Random,08/03/2020 10:16:47 AM,08/03/2020 10:17:27 AM,4,3,3
Google Play Random,08/03/2020 10:14:27 AM,08/03/2020 10:15:55 AM,3,5,3
Google Play Random,08/03/2020 10:14:27 AM,08/03/2020 10:15:28 AM,2,3,4
Google Play Random,08/03/2020 10:00:58 AM,08/03/2020 10:01:49 AM,2,4,4
Google Play Random,08/03/2020 09:54:24 AM,08/03/2020 09:56:13 AM,4,5,4
Google Play Random,08/03/2020 09:42:16 AM,08/03/2020 09:44:50 AM,4,2,5
Google Play Random,08/03/2020 09:07:56 AM,08/03/2020 09:09:01 AM,3,5,4
Google Play Random,08/03/2020 09:07:51 AM,08/03/2020 09:08:50 AM,5,4,3
Google Play Random,08/03/2020 09:01:31 AM,08/03/2020 09:02:51 AM,2,5,3
Google Play Random,08/03/2020 09:00:08 AM,08/03/2020 09:01:21 AM,4,3,5
Google Play Random,08/03/2020 08:48:24 AM,08/03/2020 08:48:57 AM,4,5,4
Google Play Random,08/03/2020 08:48:07 AM,08/03/2020 08:48:54 AM,2,2,5
Google Play Random,08/03/2020 08:38:23 AM,08/03/2020 08:39:12 AM,2,3,5
Google Play Random,08/03/2020 08:36:09 AM,08/03/2020 08:36:55 AM,2,5,4
Google Play Random,08/03/2020 08:23:03 AM,08/03/2020 08:23:39 AM,1,3,4
Google Play Random,08/03/2020 08:13:46 AM,08/03/2020 08:14:26 AM,4,3,5
Google Play Random,08/03/2020 08:04:27 AM,08/03/2020 08:06:26 AM,5,4,4
Google Play Random,08/03/2020 07:48:44 AM,08/03/2020 07:58:54 AM,4,2,5
Google Play Random,08/03/2020 07:52:09 AM,08/03/2020 07:53:37 AM,5,4,3
Google Play Random,08/03/2020 07:42:35 AM,08/03/2020 07:43:47 AM,4,3,2
Google Play Random,08/03/2020 07:41:52 AM,08/03/2020 07:46:15 AM,1,5,2
Google Play Random,08/03/2020 07:23:33 AM,08/03/2020 07:24:02 AM,3,3,5
Google Play Random,08/03/2020 07:14:43 AM,08/03/2020 07:15:57 AM,3,1,5
Google Play Random,08/03/2020 06:52:28 AM,08/03/2020 06:53:20 AM,2,3,4
Google Play Beta,08/03/2020 06:42:51 AM,08/03/2020 06:44:14 AM,4,5,2
Google Play Random,08/03/2020 06:15:24 AM,08/03/2020 06:15:51 AM,4,4,4
Google Play Random,08/03/2020 06:15:07 AM,08/03/2020 06:15:37 AM,3,4,5
Google Play Random,08/03/2020 06:08:18 AM,08/03/2020 06:08:53 AM,3,2,4
Google Play Random,08/03/2020 06:06:46 AM,08/03/2020 06:09:24 AM,3,4,2
Google Play Random,08/03/2020 06:05:51 AM,08/03/2020 06:06:43 AM,3,4,5
Google Play Random,08/03/2020 06:05:33 AM,08/03/2020 06:06:27 AM,3,4,3
Google Play Random,08/03/2020 05:54:06 AM,08/03/2020 05:54:35 AM,4,2,3
Google Play Random,08/03/2020 05:36:59 AM,08/03/2020 05:40:18 AM,2,4,3
Google Play Random,08/03/2020 05:36:22 AM,08/03/2020 05:37:44 AM,2,4,5
Google Play Random,08/03/2020 05:17:24 AM,08/03/2020 05:21:49 AM,5,5,4
Google Play Random,08/03/2020 04:27:06 AM,08/03/2020 04:28:20 AM,5,1,2
Google Play Random,08/03/2020 03:50:28 AM,08/03/2020 03:52:59 AM,1,1,4
Google Play Random,08/03/2020 03:35:48 AM,08/03/2020 03:36:38 AM,5,5,4
Google Play Random,08/03/2020 03:06:07 AM,08/03/2020 03:07:12 AM,1,3,4
Google Play Random,08/03/2020 02:29:43 AM,08/03/2020 02:30:23 AM,5,4,4
Google Play Random,08/03/2020 02:16:00 AM,08/03/2020 02:17:50 AM,5,2,2
Google Play Random,08/03/2020 01:50:30 AM,08/03/2020 01:52:58 AM,2,5,3
Google Play Random,08/03/2020 01:41:05 AM,08/03/2020 01:43:04 AM,4,3,4
Google Play Random,08/03/2020 01:36:53 AM,08/03/2020 01:37:37 AM,4,3,3
Google Play Random,08/03/2020 01:19:54 AM,08/03/2020 01:21:19 AM,3,3,4
Google Play Random,08/03/2020 01:05:51 AM,08/03/2020 01:06:35 AM,2,3,4
Google Play Random,08/03/2020 12:40:02 AM,08/03/2020 12:47:14 AM,3,5,4
Google Play Random,08/03/2020 12:40:46 AM,08/03/2020 12:41:25 AM,5,3,2
Google Play Random,08/02/2020 11:48:05 PM,08/02/2020 11:48:56 PM,3,4,3
Google Play Random,08/02/2020 11:33:10 PM,08/02/2020 11:45:09 PM,4,1,3
Google Play Random,08/02/2020 11:29:27 PM,08/02/2020 11:33:33 PM,5,3,4
Google Play Random,08/02/2020 11:23:33 PM,08/02/2020 11:25:27 PM,3,5,3
Google Play Random,08/02/2020 11:22:56 PM,08/02/2020 11:24:19 PM,1,3,5
Google Play Random,08/02/2020 11:12:48 PM,08/02/2020 11:13:17 PM,5,3,1
Google Play Random,08/02/2020 10:54:25 PM,08/02/2020 10:56:07 PM,2,5,5
Google Play Random,08/02/2020 10:50:42 PM,08/02/2020 10:52:02 PM,3,4,5
Google Play Random,08/02/2020 10:44:33 PM,08/02/2020 10:45:41 PM,3,3,4
Google Play Random,08/02/2020 10:29:14 PM,08/02/2020 10:29:59 PM,3,5,2
Google Play Random,08/02/2020 10:27:39 PM,08/02/2020 10:29:23 PM,4,3,5
Google Play Random,08/02/2020 10:00:45 PM,08/02/2020 10:02:36 PM,4,3,4
Google Play Random,08/02/2020 10:00:01 PM,08/02/2020 10:01:18 PM,1,5,4
Google Play Random,08/02/2020 09:48:53 PM,08/02/2020 09:49:27 PM,5,3,1
Google Play Random,08/02/2020 09:40:13 PM,08/02/2020 09:41:39 PM,3,5,4
Google Play Random,08/02/2020 09:23:40 PM,08/02/2020 09:25:56 PM,4,3,3
Google Play Random,08/02/2020 09:12:22 PM,08/02/2020 09:13:58 PM,3,4,4
Google Play Random,08/02/2020 09:00:55 PM,08/02/2020 09:01:53 PM,1,5,3
Google Play Random,08/02/2020 08:46:16 PM,08/02/2020 08:46:59 PM,4,5,4
Google Play Random,08/02/2020 08:34:59 PM,08/02/2020 08:35:20 PM,3,5,3
Google Play Random,08/02/2020 08:17:30 PM,08/02/2020 08:18:21 PM,3,4,4
Google Play Random,08/02/2020 08:10:31 PM,08/02/2020 08:12:06 PM,4,5,2
Google Play Random,08/02/2020 08:04:55 PM,08/02/2020 08:05:41 PM,3,5,4
Google Play Random,08/02/2020 07:57:46 PM,08/02/2020 07:58:58 PM,5,3,4
Google Play Random,08/02/2020 07:55:37 PM,08/02/2020 07:56:59 PM,5,5,3
Google Play Random,08/02/2020 07:48:25 PM,08/02/2020 07:48:58 PM,4,4,3
Google Play Beta,08/02/2020 07:44:13 PM,08/02/2020 07:46:21 PM,5,4,3
Google Play Random,08/02/2020 07:41:37 PM,08/02/2020 07:42:59 PM,2,4,5
Google Play Random,08/02/2020 07:38:40 PM,08/02/2020 07:39:05 PM,1,3,5
Google Play Random,08/02/2020 07:27:36 PM,08/02/2020 07:29:10 PM,1,2,4
Google Play Random,08/02/2020 07:11:39 PM,08/02/2020 07:12:42 PM,5,5,5
Google Play Beta,08/02/2020 07:09:04 PM,08/02/2020 07:13:02 PM,5,4,3
Google Play Random,08/02/2020 06:50:57 PM,08/02/2020 06:53:04 PM,5,4,4
Google Play Random,08/02/2020 06:36:44 PM,08/02/2020 06:37:25 PM,3,3,2
Google Play Random,08/02/2020 06:29:59 PM,08/02/2020 06:31:01 PM,4,1,3
Google Play Random,08/02/2020 06:14:44 PM,08/02/2020 06:15:15 PM,3,5,2
Google Play Random,08/02/2020 05:37:40 PM,08/02/2020 05:38:36 PM,4,5,3
Google Play Random,08/02/2020 05:26:30 PM,08/02/2020 05:30:21 PM,3,5,1
Google Play Random,08/02/2020 05:22:32 PM,08/02/2020 05:26:15 PM,2,5,4
Google Play Random,08/02/2020 05:15:38 PM,08/02/2020 05:16:51 PM,4,5,3
Google Play Random,08/02/2020 05:13:09 PM,08/02/2020 05:19:09 PM,4,5,1
Google Play Random,08/02/2020 04:53:24 PM,08/02/2020 04:54:15 PM,1,5,1
Google Play Random,08/02/2020 04:51:53 PM,08/02/2020 04:53:31 PM,4,3,5
Google Play Beta,08/02/2020 04:51:16 PM,08/02/2020 04:57:23 PM,4,5,2
Google Play Beta,08/02/2020 04:34:33 PM,08/02/2020 04:35:07 PM,5,2,4
Google Play Random,08/02/2020 04:28:46 PM,08/02/2020 04:29:28 PM,3,4,5
Google Play Random,08/02/2020 04:10:38 PM,08/02/2020 04:14:41 PM,2,4,3
Google Play Random,08/02/2020 04:10:17 PM,08/02/2020 04:10:53 PM,3,5,2
Google Play Random,08/02/2020 04:07:08 PM,08/02/2020 04:07:55 PM,2,3,5
Google Play Random,08/02/2020 04:05:38 PM,08/02/2020 04:06:33 PM,4,5,3
Google Play Random,08/02/2020 03:51:23 PM,08/02/2020 03:52:46 PM,1,4,4
Google Play Random,08/02/2020 03:47:45 PM,08/02/2020 03:49:03 PM,3,5,5
Google Play Random,08/02/2020 03:23:23 PM,08/02/2020 03:24:31 PM,5,4,3
Google Play Random,08/02/2020 02:56:43 PM,08/02/2020 02:58:16 PM,5,3,3
Google Play Random,08/02/2020 02:50:34 PM,08/02/2020 02:55:52 PM,5,4,3
Google Play Random,08/02/2020 02:50:22 PM,08/02/2020 02:51:04 PM,4,5,5
Google Play Random,08/02/2020 02:47:31 PM,08/02/2020 02:48:18 PM,4,5,3
Google Play Random,08/02/2020 02:29:37 PM,08/02/2020 02:30:13 PM,4,3,2
Google Play Random,08/02/2020 02:08:43 PM,08/02/2020 02:09:44 PM,3,5,3
Google Play Random,08/02/2020 01:33:18 PM,08/02/2020 01:34:14 PM,5,3,3
Google Play Random,08/02/2020 01:16:57 PM,08/02/2020 01:26:46 PM,1,3,5
Google Play Random,08/02/2020 12:52:14 PM,08/02/2020 12:55:53 PM,2,5,3
Google Play Random,08/02/2020 12:46:05 PM,08/02/2020 12:50:39 PM,2,4,4
Google Play Random,08/02/2020 12:39:48 PM,08/02/2020 12:40:32 PM,4,4,3
Google Play Random,08/02/2020 12:39:45 PM,08/02/2020 12:40:29 PM,3,3,4
Google Play Random,08/02/2020 12:36:03 PM,08/02/2020 12:37:11 PM,1,3,5
Google Play Random,08/02/2020 12:02:46 PM,08/02/2020 12:04:16 PM,4,2,3
Google Play Random,08/02/2020 11:53:44 AM,08/02/2020 11:54:21 AM,5,5,4
